;labels-md4_mw50_RW;entities-md4_mw50_RW;embeddings-md4_mw50_RW
1203;Christmas;http://www.wikidata.org/entity/Q19809;[-0.06272539496421814, 0.27054598927497864, 0.1773495227098465, 0.18701350688934326, 0.04010957479476929, -0.46888598799705505, -0.11418793350458145, 0.629841685295105, -0.20526067912578583, -0.35110920667648315, -0.03666752204298973, -0.40244993567466736, -0.27949175238609314, 0.15551519393920898, 0.2277097851037979, -0.05252791941165924, 0.16482748091220856, 0.24749855697155, -0.3285527229309082, -0.43776145577430725, 0.3451157808303833, 0.018747683614492416, 0.28337642550468445, -0.3272566795349121, 0.0886785089969635, 0.244805246591568, -0.3714475631713867, 0.18918748199939728, -0.06569407135248184, -0.034096699208021164, 0.31051602959632874, -0.23863214254379272, -0.04184310510754585, -0.6363924741744995, -0.13008296489715576, 0.04012269154191017, 0.29996171593666077, -0.049500636756420135, -0.15209001302719116, 0.04776456207036972, 0.049119703471660614, -0.059433791786432266, -0.38241615891456604, 0.018049495294690132, -0.02113484963774681, -0.1697244495153427, -0.3008425235748291, -0.1770995706319809, 0.11292710155248642, 0.33016282320022583, -0.25287026166915894, -0.4221974015235901, -0.33947059512138367, 0.017134323716163635, -0.14211642742156982, 0.1872062385082245, 0.20650187134742737, -0.12234045565128326, 0.08395178616046906, 0.27665671706199646, 0.162758007645607, -0.019152289256453514, 0.03547343984246254, 0.1339724212884903, 0.031221842393279076, 0.5383852124214172, 0.4174146056175232, 0.04329030588269234, -0.017144914716482162, 0.36917632818222046, -0.03307237848639488, 0.2611372172832489, 0.3324815630912781, -0.2183404117822647, 0.11234193295240402, 0.08086536079645157, -0.03167583793401718, 0.003759469836950302, 0.019080109894275665, -0.16654950380325317, -0.28904348611831665, -0.02788270078599453, -0.2069760411977768, 0.23707111179828644, -0.23767438530921936, 0.09000413119792938, 0.012723584659397602, -0.046617817133665085, 0.253919780254364, 0.0651068165898323, 0.10795314610004425, 0.3256168067455292, 0.16551096737384796, -0.03559768572449684, 0.5151095986366272, 0.08346785604953766, 0.007955634966492653, -0.0871085673570633, -0.11597077548503876, 0.2815781235694885]
1204;flue;http://www.wikidata.org/entity/Q208528;[-0.10041625797748566, 0.2854745388031006, 0.10907645523548126, 0.1840485781431198, 0.060697782784700394, -0.44314461946487427, -0.041423071175813675, 0.6616806983947754, -0.24659748375415802, -0.375064879655838, -0.024888379499316216, -0.3705137372016907, -0.26967376470565796, 0.13191086053848267, 0.2041851431131363, -0.08129653334617615, 0.14848995208740234, 0.25286105275154114, -0.35034018754959106, -0.3962547481060028, 0.3418617844581604, -0.026264814659953117, 0.34771907329559326, -0.2413368821144104, 0.07103227078914642, 0.21280643343925476, -0.2801109254360199, 0.19150999188423157, -0.08862761408090591, -0.044112399220466614, 0.3504064679145813, -0.2430608570575714, -0.02734844759106636, -0.6281225681304932, -0.08955937623977661, 0.07083912938833237, 0.28070399165153503, -0.037490714341402054, -0.18422891199588776, 0.014626228250563145, 0.08261550962924957, -0.08361314982175827, -0.39619386196136475, 0.031208230182528496, 0.021162724122405052, -0.16847513616085052, -0.27621451020240784, -0.18429765105247498, 0.12153024971485138, 0.2893996238708496, -0.1910109966993332, -0.4117125868797302, -0.3072393834590912, -0.03820893168449402, -0.1818958967924118, 0.17241725325584412, 0.1839645951986313, -0.12779301404953003, 0.08544762432575226, 0.2235689014196396, 0.12712258100509644, -0.0201245304197073, 0.10814429074525833, 0.07445556670427322, 0.015775244683027267, 0.49725112318992615, 0.4231819808483124, 0.12900972366333008, -0.008144674822688103, 0.31779080629348755, -0.03464491292834282, 0.26279738545417786, 0.3405822515487671, -0.1282261461019516, 0.12235794216394424, 0.09290953725576401, -0.05494008585810661, 0.007955257780849934, 0.014398946426808834, -0.15828214585781097, -0.3201085031032562, -0.02132592722773552, -0.16204777359962463, 0.20473264157772064, -0.21744731068611145, 0.026591943576931953, 0.08150878548622131, -0.02810506336390972, 0.24808426201343536, 0.0222232174128294, 0.10133515298366547, 0.33569973707199097, 0.18839091062545776, -0.028766749426722527, 0.5775934457778931, 0.08225827664136887, 0.0963793694972992, -0.12013164162635803, -0.09716571867465973, 0.23351645469665527]
1205;Diabetes;http://www.wikidata.org/entity/Q310122;[-0.14209994673728943, 0.3192562460899353, 0.13158532977104187, 0.2661999762058258, 0.053070589900016785, -0.3905867338180542, 0.017473120242357254, 0.6590355038642883, -0.28722426295280457, -0.43587878346443176, 0.0086098937317729, -0.39733973145484924, -0.19515742361545563, 0.1106470450758934, 0.2748519778251648, -0.14999331533908844, 0.1770409196615219, 0.14875750243663788, -0.46458199620246887, -0.47378718852996826, 0.3460819721221924, -0.0015017063124105334, 0.4724133312702179, -0.22342641651630402, -0.02355799823999405, 0.2828753888607025, -0.28035473823547363, 0.24522589147090912, -0.12812572717666626, 0.059212036430835724, 0.35843607783317566, -0.3120826482772827, 0.028125789016485214, -0.7187179923057556, -0.07509376108646393, 0.281745046377182, 0.22590118646621704, -0.1420353651046753, -0.2667699456214905, 0.024797683581709862, 0.11421118676662445, -0.08103235810995102, -0.43055349588394165, 0.08193236589431763, 0.07142968475818634, -0.1425447165966034, -0.30251091718673706, -0.16668088734149933, 0.10900482535362244, 0.25136199593544006, -0.23037929832935333, -0.43016648292541504, -0.2934035658836365, -0.12128915637731552, -0.27375736832618713, 0.24340921640396118, 0.24448414146900177, -0.05895756557583809, 0.1637721210718155, 0.16436569392681122, 0.15173761546611786, -0.1758800446987152, 0.20437872409820557, -0.01331407856196165, 0.009131573140621185, 0.5113618969917297, 0.36389538645744324, 0.17159102857112885, 0.006682244595140219, 0.25062549114227295, -0.059540655463933945, 0.3188632130622864, 0.36453548073768616, -0.032711904495954514, 0.08798736333847046, 0.14457078278064728, -0.04831914231181145, 0.014560659416019917, 0.02384042553603649, -0.14958609640598297, -0.3724972605705261, -0.05212077125906944, -0.19887281954288483, 0.1730879545211792, -0.27386438846588135, 0.007015847135335207, 0.1646300107240677, -0.054356787353754044, 0.35245704650878906, -0.017704561352729797, 0.15934942662715912, 0.4940410852432251, 0.03124045953154564, 0.018036922439932823, 0.6382933855056763, 0.061979640275239944, 0.08982842415571213, -0.14614813029766083, -0.15575960278511047, 0.13432466983795166]
1206;plan;http://www.wikidata.org/entity/Q556318;[-0.17968030273914337, 0.32625332474708557, 0.1133507639169693, 0.21141743659973145, 0.0523378923535347, -0.40310823917388916, 0.00040238414658233523, 0.708797812461853, -0.2546924948692322, -0.43716517090797424, 0.03143669664859772, -0.3833666741847992, -0.25327277183532715, 0.1438339799642563, 0.26803576946258545, -0.08468380570411682, 0.20063771307468414, 0.20987503230571747, -0.4344547390937805, -0.42242276668548584, 0.3508519232273102, 0.0014179236022755504, 0.4687522053718567, -0.19864723086357117, -0.0075458199717104435, 0.25107303261756897, -0.26838070154190063, 0.20774060487747192, -0.09744865447282791, -0.007349643390625715, 0.4296387732028961, -0.26280826330184937, -0.002047434449195862, -0.678528904914856, -0.08880003541707993, 0.1963067501783371, 0.25394824147224426, -0.128965824842453, -0.28520840406417847, 0.03494619205594063, 0.1332911252975464, -0.06866804510354996, -0.3960246741771698, 0.020894598215818405, 0.07251139730215073, -0.10305935889482498, -0.28971293568611145, -0.17424674332141876, 0.08663102239370346, 0.27568382024765015, -0.19436174631118774, -0.40522831678390503, -0.35112443566322327, -0.09577349573373795, -0.2575399875640869, 0.2070716917514801, 0.18953798711299896, -0.07013891637325287, 0.10430788993835449, 0.14392317831516266, 0.16572080552577972, -0.08260514587163925, 0.1679830104112625, 0.05303957685828209, 0.04409906640648842, 0.47644636034965515, 0.42003488540649414, 0.13207624852657318, 0.020704621449112892, 0.2748022973537445, -0.0489882193505764, 0.2942143976688385, 0.36580321192741394, -0.08299765735864639, 0.10965041816234589, 0.10224639624357224, -0.023299431428313255, 0.03880070522427559, -0.00715100159868598, -0.10575884580612183, -0.35113316774368286, -0.02527778036892414, -0.18954628705978394, 0.22427894175052643, -0.28618451952934265, 0.0017321074847131968, 0.17682518064975739, -0.008256732486188412, 0.25904056429862976, -0.038603778928518295, 0.12551529705524445, 0.4358277916908264, 0.10966312885284424, -0.0072032189927995205, 0.5963398218154907, 0.0965178981423378, 0.17324751615524292, -0.18093441426753998, -0.11468338966369629, 0.19728760421276093]
1207;Trump plan;http://www.wikidata.org/entity/Q16533;[-0.12098587304353714, 0.26667967438697815, 0.15753760933876038, 0.16695739328861237, -0.007256572134792805, -0.43461233377456665, -0.030064838007092476, 0.6263141632080078, -0.234578475356102, -0.39113980531692505, -0.015215018764138222, -0.38128861784935, -0.27372241020202637, 0.10381709039211273, 0.2107306867837906, -0.06075374037027359, 0.15370789170265198, 0.2361908107995987, -0.36936166882514954, -0.3975682258605957, 0.28657862544059753, -0.010927743278443813, 0.31464141607284546, -0.24448132514953613, 0.06207040324807167, 0.1989385038614273, -0.27893954515457153, 0.13366885483264923, -0.040070075541734695, -0.010879707522690296, 0.30772554874420166, -0.24195772409439087, -0.05776099115610123, -0.6092211008071899, -0.0975341945886612, 0.12240737676620483, 0.29721033573150635, -0.07611208409070969, -0.15819431841373444, -0.006071082782000303, 0.12041313946247101, -0.10385200381278992, -0.36256954073905945, -0.0004385831125546247, 0.02429371327161789, -0.10056539624929428, -0.293140709400177, -0.14208871126174927, 0.10313786566257477, 0.2878154218196869, -0.1924068033695221, -0.449062317609787, -0.3059776723384857, 0.01432841643691063, -0.21824684739112854, 0.19121591746807098, 0.2391887754201889, -0.12638849020004272, 0.053959716111421585, 0.23370672762393951, 0.1363016813993454, -0.011600526049733162, 0.11466053873300552, 0.031126370653510094, 0.05524018779397011, 0.512397825717926, 0.3744245767593384, 0.08083420246839523, 0.00015875221288297325, 0.25328633189201355, -0.003394313622266054, 0.25738129019737244, 0.3493156433105469, -0.136055588722229, 0.12099132686853409, 0.06915528327226639, -0.04044174402952194, -0.018236203119158745, 0.0033458431717008352, -0.09022162854671478, -0.27337637543678284, -0.019472738727927208, -0.16079941391944885, 0.17106589674949646, -0.22848279774188995, 0.03799806162714958, 0.047827914357185364, -0.026182759553194046, 0.22617536783218384, 0.04694463312625885, 0.14020898938179016, 0.3811163604259491, 0.13216707110404968, -0.015537342987954617, 0.5520212650299072, 0.11783841252326965, 0.0655299723148346, -0.18168775737285614, -0.08772929757833481, 0.19023491442203522]
1208;disease;http://www.wikidata.org/entity/Q188638;[-0.1357598602771759, 0.39194270968437195, 0.13970749080181122, 0.18575076758861542, 0.016383443027734756, -0.48411452770233154, -0.03374657779932022, 0.7674977779388428, -0.2864171266555786, -0.3725850582122803, -0.010411747731268406, -0.3954208493232727, -0.3303143084049225, 0.10008504241704941, 0.20108087360858917, -0.07123298943042755, 0.1535464972257614, 0.24143943190574646, -0.4456389844417572, -0.5185040235519409, 0.3463960587978363, -0.01656566746532917, 0.4751347303390503, -0.23031708598136902, -0.030456366017460823, 0.24729713797569275, -0.30237215757369995, 0.12250400334596634, -0.15152834355831146, -0.0035897239577025175, 0.4264584183692932, -0.2597367763519287, 0.03197316825389862, -0.7476886510848999, -0.08302650600671768, 0.22416742146015167, 0.27926403284072876, -0.14128942787647247, -0.28939539194107056, -0.020576579496264458, 0.1641484498977661, -0.12319851666688919, -0.49019575119018555, -0.035033609718084335, 0.05129166692495346, -0.15295690298080444, -0.32007282972335815, -0.20718660950660706, 0.06047576665878296, 0.3382788300514221, -0.20689254999160767, -0.4580896496772766, -0.34319669008255005, -0.0074562435038387775, -0.221297487616539, 0.17185837030410767, 0.23239506781101227, -0.198729008436203, -0.0016819169977679849, 0.19810914993286133, 0.14726249873638153, -0.13068734109401703, 0.14914549887180328, -0.0010427323868498206, 0.009897302836179733, 0.5357463955879211, 0.48217272758483887, 0.05595927685499191, 0.06662742048501968, 0.3061363697052002, -0.10195808857679367, 0.3345624506473541, 0.3809354305267334, -0.059994857758283615, 0.15148641169071198, 0.12973634898662567, -0.008691544644534588, 0.01182282529771328, 0.053783245384693146, -0.09696661680936813, -0.31131890416145325, -0.02970522828400135, -0.20149041712284088, 0.1750231832265854, -0.34716302156448364, 0.01097638439387083, 0.14276795089244843, -0.038453832268714905, 0.2644486725330353, 0.06747900694608688, 0.1871359497308731, 0.4607155919075012, 0.15059462189674377, -0.07046817988157272, 0.6072584390640259, 0.10294744372367859, 0.1178840845823288, -0.22333689033985138, -0.1542404145002365, 0.20032750070095062]
1209;rump;http://www.wikidata.org/entity/Q941399;[-0.08563124388456345, 0.29379209876060486, 0.14875704050064087, 0.12549296021461487, 0.0019259764812886715, -0.4284433126449585, -0.13028451800346375, 0.5904103517532349, -0.2041122317314148, -0.26983848214149475, -0.041544269770383835, -0.34964415431022644, -0.31215783953666687, 0.08086580783128738, 0.15857654809951782, -0.042465973645448685, 0.1523207277059555, 0.19750288128852844, -0.31597083806991577, -0.40164801478385925, 0.2788465619087219, 0.010777421295642853, 0.2845607101917267, -0.2587284743785858, 0.03986407443881035, 0.20548298954963684, -0.3041370213031769, 0.08087308704853058, -0.11014595627784729, -0.01014058105647564, 0.29484647512435913, -0.21253862977027893, -0.03532080352306366, -0.5998172163963318, -0.0788930356502533, 0.07786032557487488, 0.2591845989227295, -0.0505751296877861, -0.16957424581050873, 0.0014792255824431777, 0.11264892667531967, -0.12655678391456604, -0.35985124111175537, 0.009567341767251492, -0.018418610095977783, -0.15507255494594574, -0.26822617650032043, -0.13201431930065155, 0.0525534525513649, 0.30157023668289185, -0.21573829650878906, -0.3891824185848236, -0.2684926390647888, 0.10117070376873016, -0.134718120098114, 0.1638225018978119, 0.19870230555534363, -0.17162010073661804, -0.015282068401575089, 0.22850222885608673, 0.1813727617263794, -0.052025243639945984, 0.03409462049603462, 0.08786652982234955, 0.054279763251543045, 0.4638842046260834, 0.35443437099456787, 0.02594377100467682, 0.0065709990449249744, 0.2784246504306793, -0.04822123423218727, 0.2417670041322708, 0.3160119950771332, -0.1609862744808197, 0.11274702101945877, 0.09117016196250916, -0.03458752855658531, 0.0006983967614360154, 0.048288725316524506, -0.10406459122896194, -0.21847598254680634, -0.011319690383970737, -0.18136970698833466, 0.13780151307582855, -0.2444356381893158, 0.0781344398856163, 0.01376916654407978, 0.020972222089767456, 0.21808025240898132, 0.0833468809723854, 0.15200543403625488, 0.2885638177394867, 0.13825330138206482, -0.056077830493450165, 0.465731680393219, 0.09715115278959274, -0.03614354878664017, -0.14157982170581818, -0.13105066120624542, 0.22061578929424286]
1210;electric light;http://www.wikidata.org/entity/Q1326621;[-0.11523716151714325, 0.2833872437477112, 0.16258984804153442, 0.11983921378850937, 0.017946535721421242, -0.474679559469223, -0.14239327609539032, 0.680968701839447, -0.20601589977741241, -0.33821120858192444, -0.035642512142658234, -0.37468215823173523, -0.3368176519870758, 0.1233690157532692, 0.20271490514278412, 0.006811642553657293, 0.17897789180278778, 0.2930743098258972, -0.3292514681816101, -0.3907034397125244, 0.3258485198020935, 0.01723410002887249, 0.29772576689720154, -0.29680389165878296, 0.07558097690343857, 0.198547825217247, -0.3301655948162079, 0.12875054776668549, -0.08254147320985794, -0.07530739903450012, 0.38104408979415894, -0.21159327030181885, -0.062183815985918045, -0.6492188572883606, -0.09978454560041428, 0.026911146938800812, 0.29662466049194336, -0.046405527740716934, -0.17932017147541046, 0.04947015270590782, 0.13162751495838165, -0.09235432744026184, -0.37988293170928955, -0.035563841462135315, -0.008414038456976414, -0.1613440364599228, -0.30598339438438416, -0.17313888669013977, 0.09336907416582108, 0.3359537720680237, -0.2093389481306076, -0.4054701626300812, -0.31773051619529724, 0.07297781854867935, -0.15637089312076569, 0.1661304086446762, 0.19778978824615479, -0.17128264904022217, 0.022195061668753624, 0.25716152787208557, 0.18281614780426025, 0.02081989496946335, 0.025082729756832123, 0.12352801114320755, 0.054985273629426956, 0.5014114379882812, 0.4525792896747589, 0.019731922075152397, 0.019576560705900192, 0.3559769093990326, -0.016314998269081116, 0.23141205310821533, 0.333048552274704, -0.2215082198381424, 0.14568446576595306, 0.07217246294021606, -0.01655452325940132, -0.004049709532409906, 0.023222211748361588, -0.1137615442276001, -0.2745322287082672, -0.012611440382897854, -0.18761754035949707, 0.2168222814798355, -0.261756956577301, 0.0636240765452385, 0.02892923168838024, -0.0026192902587354183, 0.1797187626361847, 0.08341962844133377, 0.12891146540641785, 0.29687008261680603, 0.21642394363880157, -0.08457449823617935, 0.5098930597305298, 0.12240289896726608, 0.044192180037498474, -0.14250501990318298, -0.0964425578713417, 0.3062283992767334]
1211;Supplemental Nutrition Assistance Program;http://www.wikidata.org/entity/Q902803;[-0.19543397426605225, 0.35072457790374756, 0.14776253700256348, 0.29910340905189514, 0.06487201154232025, -0.43483075499534607, -0.026172982528805733, 0.7362797856330872, -0.26034456491470337, -0.4362354278564453, 0.03054850921034813, -0.4344291388988495, -0.2193300724029541, 0.1539793610572815, 0.268874853849411, -0.11933047324419022, 0.18479597568511963, 0.2031489908695221, -0.44742703437805176, -0.5495311617851257, 0.4080637991428375, 0.04491033777594566, 0.5065531134605408, -0.22972869873046875, -0.005589252803474665, 0.3410798907279968, -0.27589890360832214, 0.21084684133529663, -0.1745784729719162, 0.042026687413454056, 0.34600502252578735, -0.257267564535141, 0.0740572139620781, -0.8066864013671875, -0.08621380478143692, 0.2623254358768463, 0.21968263387680054, -0.21651189029216766, -0.3466338813304901, 0.054995097219944, 0.1337871551513672, -0.08514323085546494, -0.5163190960884094, 0.0541670136153698, 0.12249216437339783, -0.11686818301677704, -0.35426393151283264, -0.19796137511730194, 0.1219586730003357, 0.3230237364768982, -0.23191092908382416, -0.42856210470199585, -0.3607437014579773, -0.12524786591529846, -0.24177080392837524, 0.23593679070472717, 0.22770269215106964, -0.02193145640194416, 0.10858429223299026, 0.27622395753860474, 0.1523164063692093, -0.17668217420578003, 0.07964529097080231, 0.03269617259502411, 0.03013794682919979, 0.5474908947944641, 0.4229075312614441, 0.1344418227672577, 0.12672436237335205, 0.35275158286094666, -0.07958927005529404, 0.34452030062675476, 0.4011540412902832, -0.09148944914340973, 0.12370216101408005, 0.15963193774223328, 0.10297200828790665, -0.01730896532535553, 0.04485665261745453, -0.14621055126190186, -0.4120636284351349, 0.007231762632727623, -0.2737613320350647, 0.21451902389526367, -0.3904688358306885, 0.022009652107954025, 0.16867896914482117, -0.09051857143640518, 0.3959237337112427, -0.0034044438507407904, 0.20131292939186096, 0.5554200410842896, 0.08857081085443497, 0.009684635326266289, 0.5858314633369446, 0.07943354547023773, 0.15428857505321503, -0.19305530190467834, -0.14848993718624115, 0.1965690553188324]
1212;support;http://www.wikidata.org/entity/Q340406;[-0.10017155855894089, 0.24985972046852112, 0.15275320410728455, 0.19290906190872192, 0.03708960488438606, -0.44229310750961304, -0.11249905824661255, 0.5346665382385254, -0.1761651337146759, -0.3019852042198181, 0.004883753601461649, -0.3772059381008148, -0.2365349680185318, 0.1447409987449646, 0.20512747764587402, 0.006616903468966484, 0.08767319470643997, 0.2871241271495819, -0.25531238317489624, -0.3768827021121979, 0.32475048303604126, 0.03799950331449509, 0.2264023870229721, -0.274761825799942, 0.1636781543493271, 0.19435936212539673, -0.2806170880794525, 0.09043629467487335, -0.08859385550022125, -0.10496252030134201, 0.24429459869861603, -0.19558972120285034, -0.013640394434332848, -0.509179949760437, -0.09444259852170944, -0.03300585225224495, 0.27286237478256226, 0.01266141515225172, -0.07976395636796951, 0.049884941428899765, 0.007986786775290966, -0.07889340817928314, -0.35522428154945374, 0.010354085825383663, -0.0331842266023159, -0.17698638141155243, -0.2608690559864044, -0.15345638990402222, 0.11281478404998779, 0.34079912304878235, -0.15487346053123474, -0.3039480745792389, -0.3253231346607208, 0.04120669513940811, -0.09850538522005081, 0.19417910277843475, 0.1751043200492859, -0.12364360690116882, 0.05960303544998169, 0.32588422298431396, 0.1011294573545456, 0.05774536356329918, -0.046971891075372696, 0.11495715379714966, 0.02735772915184498, 0.4520299434661865, 0.37407010793685913, 0.03997168689966202, 0.0408361554145813, 0.39807647466659546, -0.013987941667437553, 0.2324097454547882, 0.3035949766635895, -0.24352452158927917, 0.0784454271197319, 0.06510066986083984, 0.05434214323759079, -0.06757630407810211, 0.010486542247235775, -0.14376449584960938, -0.2799413502216339, 0.001680229906924069, -0.15694861114025116, 0.20413337647914886, -0.2121504843235016, 0.08906526118516922, -0.03439237177371979, -0.07962775230407715, 0.28227877616882324, 0.060307811945676804, 0.06773898750543594, 0.2391630858182907, 0.19671081006526947, -0.07422120869159698, 0.44391000270843506, 0.09750985354185104, 0.05158260837197304, -0.06505829840898514, -0.0688706561923027, 0.2615993320941925]
1213;Oman;http://www.wikidata.org/entity/Q188125;[-0.08465471863746643, 0.25664472579956055, 0.14124689996242523, 0.20988546311855316, 0.02572817914187908, -0.4766949415206909, -0.12691083550453186, 0.5857293605804443, -0.19607606530189514, -0.3227117955684662, 0.019022848457098007, -0.3926946818828583, -0.2528090476989746, 0.17854124307632446, 0.23414346575737, 0.018920764327049255, 0.13902336359024048, 0.30820024013519287, -0.2544652223587036, -0.4034065008163452, 0.36939528584480286, 0.026480194181203842, 0.2506963312625885, -0.29521051049232483, 0.17670471966266632, 0.21868234872817993, -0.31732627749443054, 0.10637367516756058, -0.08913469314575195, -0.12075092643499374, 0.28695714473724365, -0.1953616738319397, -0.007280764169991016, -0.548356294631958, -0.09623303264379501, -0.030047286301851273, 0.2720118463039398, -0.01138234231621027, -0.10616336017847061, 0.032634440809488297, 0.0362803190946579, -0.08552522212266922, -0.36017900705337524, 0.01237435918301344, -0.03156640753149986, -0.16322697699069977, -0.26908281445503235, -0.15558333694934845, 0.10945397615432739, 0.3615517020225525, -0.1898329257965088, -0.33911222219467163, -0.349252849817276, 0.05546626076102257, -0.12447539716959, 0.2129555642604828, 0.17523810267448425, -0.11033375561237335, 0.07902249693870544, 0.3493236303329468, 0.12660694122314453, 0.07568562775850296, -0.03876207768917084, 0.14913246035575867, 0.03881227597594261, 0.5016189813613892, 0.39067089557647705, 0.029081352055072784, 0.029812896624207497, 0.409795343875885, -0.01023670844733715, 0.2443128228187561, 0.32204073667526245, -0.2736697793006897, 0.10090428590774536, 0.05828537046909332, 0.06943466514348984, -0.05307238921523094, 0.008174593560397625, -0.15481112897396088, -0.29616498947143555, -0.0027403945568948984, -0.182162344455719, 0.23448728024959564, -0.23590819537639618, 0.09050013870000839, -0.015750832855701447, -0.07620444148778915, 0.2934862971305847, 0.04955270141363144, 0.05215167999267578, 0.2746872305870056, 0.20356324315071106, -0.05823652446269989, 0.47606831789016724, 0.10649401694536209, 0.07742500305175781, -0.08264192193746567, -0.07068179547786713, 0.278460294008255]
1214;issue;http://www.wikidata.org/entity/Q27504892;[-0.1638895571231842, 0.31237632036209106, 0.007035699672996998, 0.17969809472560883, 0.1739850491285324, -0.4909689426422119, 0.014946569688618183, 0.8020597696304321, -0.31433212757110596, -0.3609204888343811, -0.014626572839915752, -0.3937665820121765, -0.389248251914978, 0.1573125720024109, 0.20438705384731293, -0.06050548702478409, 0.16019761562347412, 0.31442683935165405, -0.3481791615486145, -0.3713989555835724, 0.36408093571662903, -0.09993258863687515, 0.44813382625579834, -0.1904265433549881, 0.031609829515218735, 0.11792642623186111, -0.3368939757347107, 0.20584718883037567, -0.12412822246551514, -0.18266333639621735, 0.5402085185050964, -0.29790252447128296, 0.008612860925495625, -0.6036058664321899, -0.04409848153591156, 0.004418221302330494, 0.2854923903942108, 0.0299286637455225, -0.20816364884376526, -0.04025448113679886, 0.15407487750053406, -0.14157338440418243, -0.42590734362602234, 0.022641174495220184, 0.013831036165356636, -0.16207124292850494, -0.26319584250450134, -0.21075764298439026, 0.06180578097701073, 0.28097254037857056, -0.13889002799987793, -0.4510946273803711, -0.2957640588283539, -0.02627464197576046, -0.21560195088386536, 0.1561182290315628, 0.1198512613773346, -0.22473351657390594, 0.038431476801633835, 0.10564213991165161, 0.1273619681596756, 0.05084145441651344, 0.24737058579921722, 0.09863300621509552, -0.02672581747174263, 0.4519546926021576, 0.44558650255203247, 0.1978417932987213, -0.11828680336475372, 0.2852923572063446, -0.013335381634533405, 0.2791244089603424, 0.39510560035705566, -0.09222617745399475, 0.13189585506916046, 0.01019741129130125, -0.18590828776359558, 0.03125589340925217, 0.0018636796157807112, -0.18405038118362427, -0.33157849311828613, -0.07281584292650223, -0.15083487331867218, 0.22432327270507812, -0.17787642776966095, -0.03991863131523132, 0.2175048291683197, 0.015126078389585018, 0.2108103334903717, -0.015608709305524826, 0.05995064973831177, 0.2877853810787201, 0.266123503446579, -0.05978904291987419, 0.7139298915863037, 0.1966443806886673, 0.18548445403575897, -0.18159961700439453, -0.06565073132514954, 0.24248702824115753]
1215;mental disorder;http://www.wikidata.org/entity/Q2671463;[-0.1543930619955063, 0.41277197003364563, 0.14016738533973694, 0.3232251703739166, 0.10304325073957443, -0.5705546736717224, -0.04753085970878601, 0.9081705212593079, -0.3385748565196991, -0.5148317217826843, 0.027976596727967262, -0.5440977215766907, -0.33596429228782654, 0.16900643706321716, 0.3428874909877777, -0.13111023604869843, 0.22059543430805206, 0.3046151399612427, -0.47586679458618164, -0.5520640015602112, 0.4721340239048004, -0.015630554407835007, 0.5449917912483215, -0.29515600204467773, 0.04223661497235298, 0.2739071846008301, -0.38925766944885254, 0.23804102838039398, -0.1464722752571106, -0.06238154321908951, 0.47460418939590454, -0.3104221522808075, 0.04147288203239441, -0.8479201197624207, -0.06501369923353195, 0.16998405754566193, 0.2988075911998749, -0.11406899988651276, -0.31335312128067017, 0.03362425044178963, 0.13719744980335236, -0.11018883436918259, -0.5723779201507568, 0.06044930964708328, 0.07685566693544388, -0.14249934256076813, -0.3885306417942047, -0.2110026329755783, 0.09094274044036865, 0.40685921907424927, -0.27907249331474304, -0.53163743019104, -0.4109645485877991, -0.0723092183470726, -0.24418915808200836, 0.2674965560436249, 0.23154695332050323, -0.13575950264930725, 0.11180666089057922, 0.2890085279941559, 0.1742171049118042, -0.05517604202032089, 0.17060479521751404, 0.10093852132558823, 0.01031020749360323, 0.6206770539283752, 0.49581480026245117, 0.18095220625400543, 0.030374543741345406, 0.3921981751918793, -0.02110331878066063, 0.3521364629268646, 0.4868582487106323, -0.13940982520580292, 0.15787994861602783, 0.11667134612798691, -0.0341956689953804, -0.012132505886256695, -0.0041290828958153725, -0.1836131364107132, -0.4422566294670105, -0.013281083665788174, -0.27504274249076843, 0.27452728152275085, -0.34593966603279114, 0.02621592953801155, 0.2053961455821991, -0.07024907320737839, 0.41848045587539673, 0.007581452839076519, 0.17878536880016327, 0.5269384384155273, 0.1966424137353897, 0.018300026655197144, 0.750999391078949, 0.1835886389017105, 0.15991058945655823, -0.21237905323505402, -0.15434680879116058, 0.23943522572517395]
